datetime,USAGE_KWH,DAY_OF_WEEK,HOUR_OF_DAY,VISIBILITY,TEMP_F,TEMP_C,RELATIVE_HUMIDITY
3/28/2016 10:30:00,18.72,0,10,10,56,13.4,52
3/28/2016 10:45:00,19.075,0,10,10,56,13.4,52
3/28/2016 11:00:00,16.416,0,11,10,57,14.1,47
3/28/2016 11:15:00,13.747,0,11,10,57,14.1,47
3/28/2016 11:30:00,15.158,0,11,10,57,14.1,47
3/28/2016 11:45:00,15.245,0,11,10,57,14.1,47
3/28/2016 12:00:00,17.683,0,12,10,59,15,44
3/28/2016 12:15:00,17.136,0,12,10,59,15,44
3/28/2016 12:30:00,17.136,0,12,10,59,15,44
3/28/2016 12:45:00,17.712,0,12,10,59,15,44
3/28/2016 13:00:00,18.038,0,13,10,60,15.7,40
3/28/2016 13:15:00,19.142,0,13,10,60,15.7,40
3/28/2016 13:30:00,20.736,0,13,10,60,15.7,40
3/28/2016 13:45:00,18.97,0,13,10,60,15.7,40
3/28/2016 14:00:00,19.968,0,14,10,59,15.2,37
3/28/2016 14:15:00,21.744,0,14,10,59,15.2,37
3/28/2016 14:30:00,19.555,0,14,10,59,15.2,37
3/28/2016 14:45:00,20.63,0,14,10,59,15.2,37
3/28/2016 15:00:00,22.954,0,15,10,59,15.2,40
3/28/2016 15:15:00,24.029,0,15,10,59,15.2,40
3/28/2016 15:30:00,22.656,0,15,10,59,15.2,40
3/28/2016 15:45:00,22.003,0,15,10,59,15.2,40
3/28/2016 16:00:00,24.442,0,16,10,61,16,45
3/28/2016 16:15:00,23.952,0,16,10,61,16,45
3/28/2016 16:30:00,25.104,0,16,10,61,16,45
3/28/2016 16:45:00,22.531,0,16,10,61,16,45
3/28/2016 17:00:00,19.757,0,17,10,61,16.1,51
3/28/2016 17:15:00,22.522,0,17,10,61,16.1,51
3/28/2016 17:30:00,22.253,0,17,10,61,16.1,51
3/28/2016 17:45:00,19.814,0,17,10,61,16.1,51
3/28/2016 18:00:00,19.776,0,18,10,61,16.1,66
3/28/2016 18:15:00,18.259,0,18,10,61,16.1,66
3/28/2016 18:30:00,17.866,0,18,10,61,16.1,66
3/28/2016 18:45:00,17.501,0,18,10,61,16.1,66
3/28/2016 19:00:00,17.76,0,19,10,61,16.1,70
3/28/2016 19:15:00,16.954,0,19,10,61,16.1,70
3/28/2016 19:30:00,20.39,0,19,10,61,16.1,70
3/28/2016 19:45:00,19.133,0,19,10,61,16.1,70
3/28/2016 20:00:00,18.019,0,20,10,61,16,78
3/28/2016 20:15:00,16.224,0,20,10,61,16,78
3/28/2016 20:30:00,14.102,0,20,10,61,16,78
3/28/2016 20:45:00,13.037,0,20,10,61,16,78
3/28/2016 21:00:00,14.602,0,21,10,61,16.1,84
3/28/2016 21:15:00,13.2,0,21,10,61,16.1,84
3/28/2016 21:30:00,12.922,0,21,10,61,16.1,84
3/28/2016 21:45:00,12.941,0,21,10,61,16.1,84
3/28/2016 22:00:00,12.173,0,22,10,62,16.7,90
3/28/2016 22:15:00,12.883,0,22,10,62,16.7,90
3/28/2016 22:30:00,12.24,0,22,10,62,16.7,90
3/28/2016 22:45:00,12.49,0,22,10,62,16.4,87
3/28/2016 23:00:00,11.203,0,23,10,63,17,87
3/28/2016 23:15:00,9.638,0,23,10,63,17,87
3/28/2016 23:30:00,8.803,0,23,10,63,17,87
3/28/2016 23:45:00,8.266,0,23,10,63,17,87
3/29/2016 0:00:00,8.342,1,0,10,62,16.5,93
3/29/2016 0:15:00,8.39,1,0,10,62,16.5,93
3/29/2016 0:30:00,8.275,1,0,10,62,16.5,93
3/29/2016 0:45:00,8.227,1,0,10,62,16.5,93
3/29/2016 1:00:00,8.4,1,1,10,62,16.5,93
3/29/2016 1:15:00,8.275,1,1,10,62,16.5,93
3/29/2016 1:30:00,8.429,1,1,10,62,16.5,93
3/29/2016 1:45:00,8.371,1,1,10,62,16.5,93
3/29/2016 2:00:00,8.237,1,2,10,61,16.3,97
3/29/2016 2:15:00,8.448,1,2,10,61,16.3,97
3/29/2016 2:30:00,8.333,1,2,10,61,16.3,97
3/29/2016 2:45:00,8.352,1,2,10,61,16.3,97
3/29/2016 3:00:00,8.294,1,3,9,60,15.5,100
3/29/2016 3:15:00,8.362,1,3,9,60,15.5,100
3/29/2016 3:30:00,8.467,1,3,9,60,15.5,100
3/29/2016 3:45:00,8.813,1,3,9,60,15.5,100
3/29/2016 4:00:00,9.197,1,4,8,63,17.2,100
3/29/2016 4:15:00,10.646,1,4,8,63,17.2,100
3/29/2016 4:30:00,14.832,1,4,8,63,17.2,100
3/29/2016 4:45:00,9.974,1,4,7,62,16.6,100
3/29/2016 5:00:00,9.466,1,5,7,63,17.2,100
3/29/2016 5:15:00,10.541,1,5,7,63,17.2,100
3/29/2016 5:30:00,11.386,1,5,7,62,16.8,97
3/29/2016 5:45:00,11.462,1,5,7,62,16.8,97
3/29/2016 6:00:00,10.637,1,6,5,63,17.2,100
3/29/2016 6:15:00,9.878,1,6,5,63,17.2,100
3/29/2016 6:30:00,12.72,1,6,5,63,17.2,100
3/29/2016 6:45:00,11.203,1,6,5,63,17.2,100
3/29/2016 7:00:00,14.208,1,7,4,63,17.2,100
3/29/2016 7:15:00,15.734,1,7,4,63,17.2,100
3/29/2016 7:30:00,15.37,1,7,4,63,17.2,100
3/29/2016 7:45:00,16.33,1,7,4,63,17.2,100
3/29/2016 8:00:00,14.995,1,8,5,63,17.4,97
3/29/2016 8:15:00,15.562,1,8,5,63,17.4,97
3/29/2016 8:30:00,17.232,1,8,7,62,16.7,90
3/29/2016 8:45:00,16.848,1,8,7,62,16.7,90
3/29/2016 9:00:00,16.608,1,9,10,64,17.6,78
3/29/2016 9:15:00,15.389,1,9,10,64,17.6,78
3/29/2016 9:30:00,15.456,1,9,10,64,17.6,78
3/29/2016 9:45:00,17.376,1,9,10,63,17.1,78
3/29/2016 10:00:00,17.51,1,10,10,65,18.1,79
3/29/2016 10:15:00,17.203,1,10,10,65,18.1,79
3/29/2016 10:30:00,16.426,1,10,10,65,18.1,79
3/29/2016 10:45:00,16.541,1,10,10,65,18.1,79
3/29/2016 11:00:00,16.416,1,11,10,66,18.6,79
3/29/2016 11:15:00,19.085,1,11,10,66,18.6,79
3/29/2016 11:30:00,18.48,1,11,10,66,18.6,79
3/29/2016 11:45:00,17.702,1,11,10,66,18.6,79
3/29/2016 12:00:00,17.76,1,12,10,67,19.2,79
3/29/2016 12:15:00,19.2,1,12,10,67,19.2,79
3/29/2016 12:30:00,17.914,1,12,10,67,19.2,79
3/29/2016 12:45:00,17.626,1,12,10,67,19.2,79
3/29/2016 13:00:00,18.269,1,13,7,67,19.5,90
3/29/2016 13:15:00,17.136,1,13,7,67,19.5,90
3/29/2016 13:30:00,17.99,1,13,7,67,19.5,90
3/29/2016 13:45:00,18.038,1,13,7,67,19.5,90
3/29/2016 14:00:00,18.451,1,14,7,67,19.7,87
3/29/2016 14:15:00,17.837,1,14,2.5,67,19.2,93
3/29/2016 14:30:00,17.549,1,14,2.5,67,19.2,93
3/29/2016 14:45:00,19.075,1,14,2.5,67,19.6,97
3/29/2016 15:00:00,17.654,1,15,2,66,18.8,100
3/29/2016 15:15:00,17.952,1,15,2,66,18.8,100
3/29/2016 15:30:00,18.442,1,15,2,66,18.8,100
3/29/2016 15:45:00,19.104,1,15,2,67,19.4,100
3/29/2016 16:00:00,17.395,1,16,2,67,19.4,100
3/29/2016 16:15:00,17.376,1,16,2,67,19.4,100
3/29/2016 16:30:00,17.338,1,16,2,67,19.4,100
3/29/2016 16:45:00,12.154,1,16,2,67,19.4,100
3/29/2016 17:00:00,13.219,1,17,2,67,19.4,100
3/29/2016 17:15:00,15.427,1,17,2,67,19.4,100
3/29/2016 17:30:00,15.043,1,17,2,67,19.4,100
3/29/2016 17:45:00,14.045,1,17,2,67,19.4,100
3/29/2016 18:00:00,12.624,1,18,3,66,18.8,100
3/29/2016 18:15:00,11.77,1,18,3,66,18.8,100
3/29/2016 18:30:00,11.808,1,18,3,67,19.4,100
3/29/2016 18:45:00,16.877,1,18,3,67,19.4,100
3/29/2016 19:00:00,16.061,1,19,7,68,20,100
3/29/2016 19:15:00,15.389,1,19,7,68,20,100
3/29/2016 19:30:00,15.187,1,19,7,68,20,100
3/29/2016 19:45:00,14.486,1,19,7,68,20,100
3/29/2016 20:00:00,12.163,1,20,8,67,19.6,97
3/29/2016 20:15:00,14.717,1,20,8,67,19.6,97
3/29/2016 20:30:00,14.045,1,20,8,67,19.6,97
3/29/2016 20:45:00,13.421,1,20,8,67,19.6,97
3/29/2016 21:00:00,11.779,1,21,8,67,19.4,100
3/29/2016 21:15:00,11.424,1,21,8,67,19.4,100
3/29/2016 21:30:00,12.096,1,21,8,67,19.4,100
3/29/2016 21:45:00,11.117,1,21,8,67,19.4,100
3/29/2016 22:00:00,12.365,1,22,9,68,20,100
3/29/2016 22:15:00,13.91,1,22,9,68,20,100
3/29/2016 22:30:00,13.085,1,22,9,68,20,100
3/29/2016 22:45:00,11.558,1,22,9,68,20,100
3/29/2016 23:00:00,11.626,1,23,7,68,20,100
3/29/2016 23:15:00,11.856,1,23,7,68,20,100
3/29/2016 23:30:00,9.782,1,23,7,68,20,100
3/29/2016 23:45:00,8.803,1,23,7,68,20,100
3/30/2016 0:00:00,8.419,2,0,6,68,20,100
3/30/2016 0:15:00,8.63,2,0,6,68,20,100
3/30/2016 0:30:00,8.784,2,0,6,68,20,100
3/30/2016 0:45:00,8.736,2,0,6,68,20,100
3/30/2016 1:00:00,8.659,2,1,5,68,20,100
3/30/2016 1:15:00,8.621,2,1,5,68,20,100
3/30/2016 1:30:00,8.563,2,1,2.5,68,20,100
3/30/2016 1:45:00,8.995,2,1,2.5,68,20,100
3/30/2016 2:00:00,8.736,2,2,0.75,68,20,100
3/30/2016 2:15:00,8.534,2,2,0.75,68,20,100
3/30/2016 2:30:00,8.63,2,2,0.75,68,20,100
3/30/2016 2:45:00,8.861,2,2,0.75,68,20,100
3/30/2016 3:00:00,8.736,2,3,0.75,69,20.5,100
3/30/2016 3:15:00,8.774,2,3,0.75,69,20.5,100
3/30/2016 3:30:00,8.64,2,3,0.75,69,20.5,100
3/30/2016 3:45:00,8.947,2,3,0.75,69,20.5,100
3/30/2016 4:00:00,10.042,2,4,0.75,69,20.5,100
3/30/2016 4:15:00,11.722,2,4,0.75,69,20.5,100
3/30/2016 4:30:00,15.936,2,4,0.75,69,20.5,100
3/30/2016 4:45:00,13.69,2,4,0.75,69,20.5,100
3/30/2016 5:00:00,12.077,2,5,1.5,70,21.1,100
3/30/2016 5:15:00,10.963,2,5,1.5,70,21.1,100
3/30/2016 5:30:00,11.933,2,5,1.5,70,21.1,100
3/30/2016 5:45:00,15.552,2,5,1.5,70,21.1,100
3/30/2016 6:00:00,17.597,2,6,1.5,70,21.1,100
3/30/2016 6:15:00,16.118,2,6,1.5,70,21.1,100
3/30/2016 6:30:00,17.213,2,6,1.5,70,21.1,100
3/30/2016 6:45:00,14.592,2,6,1.5,70,21.1,100
3/30/2016 7:00:00,15.398,2,7,2,70,21.1,100
3/30/2016 7:15:00,18.806,2,7,2,70,21.1,100
3/30/2016 7:30:00,20.112,2,7,2,70,21.1,100
3/30/2016 7:45:00,19.565,2,7,2,70,21.1,100
3/30/2016 8:00:00,19.123,2,8,4,70,21.1,100
3/30/2016 8:15:00,18.538,2,8,4,70,21.1,100
3/30/2016 8:30:00,18.97,2,8,7,70,21.1,100
3/30/2016 8:45:00,18.192,2,8,7,70,21.3,97
3/30/2016 9:00:00,18.077,2,9,7,71,21.4,93
3/30/2016 9:15:00,23.491,2,9,7,71,21.4,93
3/30/2016 9:30:00,20.678,2,9,7,71,21.4,93
3/30/2016 9:45:00,17.664,2,9,7,71,21.4,93
3/30/2016 10:00:00,18.403,2,10,10,71,21.6,90
3/30/2016 10:15:00,16.982,2,10,10,71,21.6,90
3/30/2016 10:30:00,19.92,2,10,8,71,21.6,90
3/30/2016 10:45:00,21.043,2,10,8,71,21.6,90
3/30/2016 11:00:00,20.438,2,11,10,71,21.5,84
3/30/2016 11:15:00,20.333,2,11,10,71,21.5,84
3/30/2016 11:30:00,21.571,2,11,10,71,21.5,84
3/30/2016 11:45:00,18.97,2,11,10,71,21.5,84
3/30/2016 12:00:00,19.958,2,12,7,71,21.8,87
3/30/2016 12:15:00,20.938,2,12,7,71,21.8,87
3/30/2016 12:30:00,22.224,2,12,7,71,21.8,87
3/30/2016 12:45:00,22.32,2,12,7,71,21.8,87
3/30/2016 13:00:00,20.928,2,13,10,71,21.8,87
3/30/2016 13:15:00,22.195,2,13,10,71,21.8,87
3/30/2016 13:30:00,21.168,2,13,10,71,21.8,87
3/30/2016 13:45:00,20.16,2,13,10,71,21.8,87
3/30/2016 14:00:00,20.842,2,14,10,72,22.4,97
3/30/2016 14:15:00,21.514,2,14,7,71,21.6,90
3/30/2016 14:30:00,20.189,2,14,7,71,21.6,90
3/30/2016 14:45:00,22.541,2,14,7,71,21.6,90
3/30/2016 15:00:00,20.995,2,15,6,72,22.2,100
3/30/2016 15:15:00,19.882,2,15,6,72,22.2,100
3/30/2016 15:30:00,19.901,2,15,6,72,22.2,100
3/30/2016 15:45:00,21.475,2,15,2,72,22.2,100
3/30/2016 16:00:00,20.256,2,16,7,72,22.2,100
3/30/2016 16:15:00,20.726,2,16,7,72,22.2,100
3/30/2016 16:30:00,17.53,2,16,7,72,22.2,100
3/30/2016 16:45:00,13.997,2,16,7,71,21.8,97
3/30/2016 17:00:00,14.381,2,17,7,72,22.4,97
3/30/2016 17:15:00,15.312,2,17,9,71,21.6,90
3/30/2016 17:30:00,16.176,2,17,9,71,21.6,90
3/30/2016 17:45:00,14.515,2,17,9,71,21.6,90
3/30/2016 18:00:00,15.898,2,18,8,70,21.1,90
3/30/2016 18:15:00,16.243,2,18,8,70,21.1,90
3/30/2016 18:30:00,15.514,2,18,8,70,21.1,90
3/30/2016 18:45:00,13.354,2,18,8,70,21.1,90
3/30/2016 19:00:00,15.226,2,19,8,71,21.4,93
3/30/2016 19:15:00,16.915,2,19,8,71,21.4,93
3/30/2016 19:30:00,18.038,2,19,8,70,21.1,90
3/30/2016 19:45:00,16.858,2,19,8,70,21.1,90
3/30/2016 20:00:00,17.357,2,20,8,70,21.1,90
3/30/2016 20:15:00,13.181,2,20,8,70,21.1,90
3/30/2016 20:30:00,14.246,2,20,8,70,21.1,90
3/30/2016 20:45:00,14.87,2,20,8,70,21.1,90
3/30/2016 21:00:00,15.35,2,21,9,70,21.1,90
3/30/2016 21:15:00,14.669,2,21,9,70,21.1,90
3/30/2016 21:30:00,14.035,2,21,9,70,21.1,90
3/30/2016 21:45:00,13.018,2,21,9,70,21.1,90
3/30/2016 22:00:00,16.637,2,22,8,71,21.6,90
3/30/2016 22:15:00,14.054,2,22,8,71,21.6,90
3/30/2016 22:30:00,13.757,2,22,8,71,21.6,90
3/30/2016 22:45:00,13.834,2,22,8,71,21.6,90
3/30/2016 23:00:00,15.533,2,23,7,71,21.4,93
3/30/2016 23:15:00,13.584,2,23,7,71,21.4,93
3/30/2016 23:30:00,10.656,2,23,7,71,21.4,93
3/30/2016 23:45:00,9.149,2,23,7,71,21.4,93
3/31/2016 0:00:00,9.187,3,0,7,71,21.4,93
3/31/2016 0:15:00,9.274,3,0,7,71,21.4,93
3/31/2016 0:30:00,9.158,3,0,7,71,21.4,93
3/31/2016 0:45:00,9.149,3,0,7,71,21.4,93
3/31/2016 1:00:00,8.87,3,1,5,72,22,93
3/31/2016 1:15:00,9.216,3,1,5,72,22,93
3/31/2016 1:30:00,9.158,3,1,5,72,22,93
3/31/2016 1:45:00,9.178,3,1,5,72,22,93
3/31/2016 2:00:00,9.13,3,2,6,71,21.6,90
3/31/2016 2:15:00,9.322,3,2,6,71,21.6,90
3/31/2016 2:30:00,9.178,3,2,6,71,21.6,90
3/31/2016 2:45:00,9.274,3,2,6,71,21.6,90
3/31/2016 3:00:00,9.274,3,3,6,72,22,93
3/31/2016 3:15:00,9.187,3,3,6,72,22,93
3/31/2016 3:30:00,9.197,3,3,6,72,22,93
3/31/2016 3:45:00,9.811,3,3,6,72,22,93
3/31/2016 4:00:00,10.186,3,4,7,71,21.6,90
3/31/2016 4:15:00,13.939,3,4,7,71,21.6,90
3/31/2016 4:30:00,20.093,3,4,7,71,21.6,90
3/31/2016 4:45:00,19.949,3,4,7,71,21.6,90
3/31/2016 5:00:00,15.36,3,5,8,71,21.6,90
3/31/2016 5:15:00,15.014,3,5,8,71,21.6,90
3/31/2016 5:30:00,14.083,3,5,8,71,21.6,90
3/31/2016 5:45:00,15.37,3,5,8,71,21.6,90
3/31/2016 6:00:00,15.504,3,6,8,71,21.6,90
3/31/2016 6:15:00,16.397,3,6,8,71,21.6,90
3/31/2016 6:30:00,13.354,3,6,8,71,21.6,90
3/31/2016 6:45:00,13.824,3,6,8,71,21.6,90
3/31/2016 7:00:00,14.237,3,7,4,71,21.6,90
3/31/2016 7:15:00,15.552,3,7,4,71,21.6,90
3/31/2016 7:30:00,13.997,3,7,4,71,21.6,90
3/31/2016 7:45:00,17.184,3,7,4,71,21.6,90
3/31/2016 8:00:00,18.394,3,8,2,72,22.4,97
3/31/2016 8:15:00,14.928,3,8,2.5,72,22.2,100
3/31/2016 8:30:00,15.6,3,8,2.5,72,22.2,100
3/31/2016 8:45:00,15.763,3,8,2.5,72,22.2,100
3/31/2016 9:00:00,15.898,3,9,3,72,22.2,100
3/31/2016 9:15:00,16.157,3,9,3,72,22.2,100
3/31/2016 9:30:00,14.938,3,9,4,72,22.4,97
3/31/2016 9:45:00,18.336,3,9,4,72,22.4,97
3/31/2016 10:00:00,15.83,3,10,7,73,22.5,85
3/31/2016 10:15:00,15.84,3,10,7,73,22.5,85
3/31/2016 10:30:00,16.32,3,10,7,73,22.5,85
3/31/2016 10:45:00,17.117,3,10,7,73,22.5,85
3/31/2016 11:00:00,17.712,3,11,8,73,22.7,74
3/31/2016 11:15:00,17.213,3,11,8,73,22.7,74
3/31/2016 11:30:00,18.278,3,11,8,73,22.7,74
3/31/2016 11:45:00,18.374,3,11,8,73,22.7,74
3/31/2016 12:00:00,17.827,3,12,7,74,23,69
3/31/2016 12:15:00,16.502,3,12,7,74,23,69
3/31/2016 12:30:00,17.347,3,12,7,74,23,69
3/31/2016 12:45:00,19.104,3,12,7,74,23,69
3/31/2016 13:00:00,21.072,3,13,8,73,22.7,67
3/31/2016 13:15:00,21.379,3,13,8,73,22.7,67
3/31/2016 13:30:00,21.274,3,13,8,73,22.7,67
3/31/2016 13:45:00,21.84,3,13,8,73,22.7,67
3/31/2016 14:00:00,21.811,3,14,8,74,23.5,63
3/31/2016 14:15:00,22.829,3,14,8,74,23,63
3/31/2016 14:30:00,22.234,3,14,8,74,23,63
3/31/2016 14:45:00,24.71,3,14,8,74,23,63
3/31/2016 15:00:00,25.075,3,15,9,72,22,57
3/31/2016 15:15:00,26.544,3,15,9,72,22,57
3/31/2016 15:30:00,26.976,3,15,9,72,22,57
3/31/2016 15:45:00,23.894,3,15,9,72,22,57
3/31/2016 16:00:00,26.189,3,16,10,72,22.4,53
3/31/2016 16:15:00,25.824,3,16,10,72,22.4,53
3/31/2016 16:30:00,26.381,3,16,10,72,22.4,53
3/31/2016 16:45:00,24.566,3,16,10,72,22.4,53
3/31/2016 17:00:00,24.211,3,17,7,74,23.4,79
3/31/2016 17:15:00,28.474,3,17,7,74,23.4,79
3/31/2016 17:30:00,24.912,3,17,7,74,23.4,79
3/31/2016 17:45:00,25.93,3,17,7,74,23.4,79
3/31/2016 18:00:00,24.835,3,18,6,73,22.7,90
3/31/2016 18:15:00,27.581,3,18,6,73,22.7,90
3/31/2016 18:30:00,25.901,3,18,6,73,22.7,90
3/31/2016 18:45:00,24.182,3,18,6,73,22.7,90
3/31/2016 19:00:00,25.248,3,19,7,71,21.8,97
3/31/2016 19:15:00,24.288,3,19,7,71,21.8,97
3/31/2016 19:30:00,25.421,3,19,7,71,21.8,97
3/31/2016 19:45:00,23.414,3,19,7,71,21.8,97
3/31/2016 20:00:00,18.902,3,20,7,73,22.5,94
3/31/2016 20:15:00,17.549,3,20,7,73,22.5,94
3/31/2016 20:30:00,17.357,3,20,7,73,22.5,94
3/31/2016 20:45:00,19.219,3,20,7,73,22.5,94
3/31/2016 21:00:00,16.426,3,21,10,61,15.8,53
3/31/2016 21:15:00,16.022,3,21,10,61,15.8,53
3/31/2016 21:30:00,15.283,3,21,10,61,15.8,53
3/31/2016 21:45:00,16.08,3,21,10,61,15.8,53
3/31/2016 22:00:00,15.648,3,22,10,58,14.6,47
3/31/2016 22:15:00,16.109,3,22,10,58,14.6,47
3/31/2016 22:30:00,14.678,3,22,10,58,14.6,47
3/31/2016 22:45:00,14.554,3,22,10,58,14.6,47
3/31/2016 23:00:00,15.322,3,23,10,57,13.9,57
3/31/2016 23:15:00,14.419,3,23,10,57,13.9,57
3/31/2016 23:30:00,10.243,3,23,10,57,13.9,57
3/31/2016 23:45:00,8.534,3,23,10,57,13.9,57
4/1/2016 0:00:00,8.63,4,0,10,56,13.5,65
4/1/2016 0:15:00,8.717,4,0,10,56,13.5,65
4/1/2016 0:30:00,8.707,4,0,10,56,13.5,65
4/1/2016 0:45:00,8.669,4,0,10,56,13.5,65
4/1/2016 1:00:00,8.717,4,1,10,57,13.7,63
4/1/2016 1:15:00,8.64,4,1,10,57,13.7,63
4/1/2016 1:30:00,8.63,4,1,10,57,13.7,63
4/1/2016 1:45:00,8.621,4,1,10,57,13.7,63
4/1/2016 2:00:00,8.736,4,2,10,56,13.5,61
4/1/2016 2:15:00,8.65,4,2,10,56,13.5,61
4/1/2016 2:30:00,8.582,4,2,10,56,13.5,61
4/1/2016 2:45:00,8.611,4,2,10,56,13.5,61
4/1/2016 3:00:00,8.707,4,3,10,55,12.9,56
4/1/2016 3:15:00,8.736,4,3,10,56,13.3,72
4/1/2016 3:30:00,8.746,4,3,10,56,13.3,72
4/1/2016 3:45:00,8.832,4,3,10,56,13.3,72
4/1/2016 4:00:00,10.022,4,4,10,54,12.2,63
4/1/2016 4:15:00,11.299,4,4,10,54,12.2,63
4/1/2016 4:30:00,15.206,4,4,8,54,12.3,83
4/1/2016 4:45:00,11.731,4,4,8,54,12.3,83
4/1/2016 5:00:00,10.896,4,5,10,53,11.7,72
4/1/2016 5:15:00,11.242,4,5,10,53,11.7,72
4/1/2016 5:30:00,12.845,4,5,10,53,11.7,72
4/1/2016 5:45:00,9.59,4,5,10,53,11.7,72
4/1/2016 6:00:00,9.331,4,6,10,53,11.7,62
4/1/2016 6:15:00,9.686,4,6,10,53,11.7,62
4/1/2016 6:30:00,12.413,4,6,10,53,11.7,62
4/1/2016 6:45:00,13.68,4,6,10,53,11.7,62
4/1/2016 7:00:00,14.237,4,7,10,53,11.7,58
4/1/2016 7:15:00,15.35,4,7,10,53,11.7,58
4/1/2016 7:30:00,17.539,4,7,10,53,11.7,58
4/1/2016 7:45:00,18.038,4,7,10,53,11.7,58
4/1/2016 8:00:00,15.734,4,8,10,54,11.9,52
4/1/2016 8:15:00,14.515,4,8,10,54,11.9,52
4/1/2016 8:30:00,16.003,4,8,10,54,11.9,52
4/1/2016 8:45:00,13.843,4,8,10,54,11.9,52
4/1/2016 9:00:00,14.266,4,9,10,54,12.4,45
4/1/2016 9:15:00,14.16,4,9,10,54,12.4,45
4/1/2016 9:30:00,13.853,4,9,10,54,12.4,45
4/1/2016 9:45:00,14.784,4,9,10,54,12.4,45
4/1/2016 10:00:00,17.213,4,10,10,54,12.4,45
4/1/2016 10:15:00,15.408,4,10,10,54,12.4,45
4/1/2016 10:30:00,14.208,4,10,10,54,12.4,45
4/1/2016 10:45:00,14.65,4,10,10,54,12.4,45
4/1/2016 11:00:00,15.792,4,11,10,55,12.9,45
4/1/2016 11:15:00,16.003,4,11,10,55,12.9,45
4/1/2016 11:30:00,16.282,4,11,10,55,12.9,45
4/1/2016 11:45:00,16.051,4,11,10,55,12.9,45
4/1/2016 12:00:00,16.493,4,12,10,55,12.7,47
4/1/2016 12:15:00,16.435,4,12,10,55,12.7,47
4/1/2016 12:30:00,16.214,4,12,10,55,12.7,47
4/1/2016 12:45:00,16.57,4,12,10,55,12.7,47
4/1/2016 13:00:00,16.483,4,13,10,56,13.4,49
4/1/2016 13:15:00,16.051,4,13,10,56,13.4,49
4/1/2016 13:30:00,17.981,4,13,10,56,13.4,49
4/1/2016 13:45:00,17.597,4,13,10,56,13.4,49
4/1/2016 14:00:00,16.435,4,14,10,56,13.1,47
4/1/2016 14:15:00,16.349,4,14,10,56,13.1,47
4/1/2016 14:30:00,16.56,4,14,10,56,13.1,47
4/1/2016 14:45:00,17.299,4,14,10,56,13.1,47
4/1/2016 15:00:00,16.368,4,15,10,55,12.9,49
4/1/2016 15:15:00,18.029,4,15,10,55,12.9,49
4/1/2016 15:30:00,18.058,4,15,10,55,12.9,49
4/1/2016 15:45:00,15.773,4,15,10,55,12.9,49
4/1/2016 16:00:00,13.43,4,16,10,54,12.2,54
4/1/2016 16:15:00,14.755,4,16,10,54,12.2,54
4/1/2016 16:30:00,14.659,4,16,10,54,12.2,54
4/1/2016 16:45:00,13.354,4,16,10,54,12.2,54
4/1/2016 17:00:00,13.709,4,17,10,52,11,52
4/1/2016 17:15:00,13.382,4,17,10,52,11,52
4/1/2016 17:30:00,14.621,4,17,10,52,11,52
4/1/2016 17:45:00,14.122,4,17,10,52,11,52
4/1/2016 18:00:00,13.843,4,18,10,50,9.9,64
4/1/2016 18:15:00,13.344,4,18,10,50,9.9,64
4/1/2016 18:30:00,14.131,4,18,10,50,9.9,64
4/1/2016 18:45:00,13.507,4,18,10,50,9.9,64
4/1/2016 19:00:00,12.998,4,19,10,48,8.9,64
4/1/2016 19:15:00,12.346,4,19,10,48,8.9,64
4/1/2016 19:30:00,11.712,4,19,10,48,8.9,64
4/1/2016 19:45:00,13.536,4,19,10,48,8.9,64
4/1/2016 20:00:00,11.664,4,20,10,49,9.4,74
4/1/2016 20:15:00,15.994,4,20,10,49,9.4,74
4/1/2016 20:30:00,18.346,4,20,10,49,9.4,74
4/1/2016 20:45:00,18.058,4,20,10,49,9.4,74
4/1/2016 21:00:00,18.144,4,21,10,48,8.6,77
4/1/2016 21:15:00,18.221,4,21,10,48,8.6,77
4/1/2016 21:30:00,18.845,4,21,10,48,8.6,77
4/1/2016 21:45:00,15.706,4,21,10,48,8.6,77
4/1/2016 22:00:00,16.186,4,22,10,46,7.6,71
4/1/2016 22:15:00,15.917,4,22,10,46,7.6,71
4/1/2016 22:30:00,18,4,22,10,46,7.6,71
4/1/2016 22:45:00,16.147,4,22,10,46,7.6,71
4/1/2016 23:00:00,16.243,4,23,10,45,7.3,80
4/1/2016 23:15:00,17.741,4,23,10,45,7.3,80
4/1/2016 23:30:00,16.109,4,23,10,45,7.3,80
4/1/2016 23:45:00,16.099,4,23,10,45,7.3,80
4/2/2016 0:00:00,10.09,5,0,10,46,7.5,83
4/2/2016 0:15:00,10.234,5,0,10,46,7.5,83
4/2/2016 0:30:00,9.917,5,0,10,46,7.5,83
4/2/2016 0:45:00,9.965,5,0,10,46,7.5,83
4/2/2016 1:00:00,9.494,5,1,10,46,7.8,86
4/2/2016 1:15:00,9.418,5,1,10,46,7.8,86
4/2/2016 1:30:00,9.389,5,1,10,46,7.8,86
4/2/2016 1:45:00,9.312,5,1,10,46,7.8,86
4/2/2016 2:00:00,9.427,5,2,10,47,8,83
4/2/2016 2:15:00,9.341,5,2,10,47,8,83
4/2/2016 2:30:00,9.082,5,2,10,47,8,83
4/2/2016 2:45:00,8.765,5,2,10,47,8,83
4/2/2016 3:00:00,9.149,5,3,10,47,8,83
